小韻識別號,上字表識別號,下字表識別號,小韻字,小韻切語,小韻標音,小韻目次,小韻字序號,廣韻聲母,七聲類,發音部位,清濁,發送收,聲母碼,聲母國際音標,白話字聲母,閩拼聲母,台羅聲母,方音聲母,十五音聲母,廣韻韻母,目次,攝,韻系,韻目,調,呼,等,等呼,韻母碼,韻母國際音標,白話字韻母,閩拼韻母,台羅韻母,方音韻母,十五音韻母
2904,26,243,壯,側亮,ciong3,4.41漾,14,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2905,36,243,怏,於亮,Øiong3,4.41漾,15,影,喉音,喉音,全清,發聲,Ø,,,,,,英,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2906,19,243,弶,其亮,kiong7,4.41漾,16,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2907,29,243,唱,尺亮,chiong3,4.41漾,17,昌,齒音,正齒近舌上,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2908,28,243,剏,初亮,chiong3,4.41漾,18,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2909,21,243,醬,子亮,ciong3,4.41漾,19,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2910,20,243,𨋕,魚向,giong7,4.41漾,20,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2911,6,243,訪,敷亮,hiong3,4.41漾,21,敷,脣音,輕脣音,次清,送氣,h,h,h,h,h,ㄏ,喜,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2912,8,247,妄,巫放,bong7,4.41漾,22,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2913,37,247,況,許訪,hong3,4.41漾,23,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2914,17,247,誑,居況,kong3,4.41漾,24,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2915,40,247,迋,于放,Øong7,4.41漾,25,云,喉音,喉音,次濁,發聲,Ø,,,,,,英,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2916,5,247,放,甫妄,hong3,4.41漾,26,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2917,24,243,相,息亮,siong3,4.41漾,27,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2918,17,243,彊,居亮,kiong3,4.41漾,28,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2919,18,243,唴,丘亮,khiong3,4.41漾,29,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2920,22,243,蹡,七亮,chiong3,4.41漾,30,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,陽開3舒聲,4.41漾,宕,陽,漾,去,開,3,開細,iong,iɔŋ,iong,iong,iong,ㄧㆲ,恭
2921,19,247,狂,渠放,kong7,4.41漾,31,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2922,7,247,防,符況,hong7,4.41漾,32,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,陽合3舒聲,4.41漾,宕,陽,漾,去,合,3,合細,ong,ɔŋ,ong,ong,ong,ㆲ,公
2923,11,251,宕,徒浪,tong7,4.42宕,1,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2924,41,251,浪,來宕,long7,4.42宕,2,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2925,38,251,吭,下浪,hong7,4.42宕,3,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2926,36,251,盎,烏浪,Øong3,4.42宕,4,影,喉音,喉音,全清,發聲,Ø,,,,,,英,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2927,20,251,枊,五浪,gong7,4.42宕,5,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2928,21,251,葬,則浪,cong3,4.42宕,6,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2929,3,251,傍,蒲浪,pong7,4.42宕,7,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2930,23,251,藏,徂浪,cong7,4.42宕,8,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2931,9,251,譡,丁浪,tong3,4.42宕,9,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2932,18,251,抗,苦浪,khong3,4.42宕,10,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2933,1,255,螃,補曠,pong3,4.42宕,11,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,合洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2934,10,251,儻,他浪,thong3,4.42宕,12,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2935,18,255,曠,苦謗,khong3,4.42宕,13,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,合洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2936,12,251,儾,奴浪,long7,4.42宕,14,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2937,24,251,喪,蘇浪,song3,4.42宕,15,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2938,38,255,攩,乎曠,hong7,4.42宕,16,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,合洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2939,17,255,桄,古曠,kong3,4.42宕,17,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,合洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2940,17,251,鋼,古浪,kong3,4.42宕,18,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2941,37,251,荒,呼浪,hong3,4.42宕,19,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2942,4,251,漭,莫浪,bong7,4.42宕,20,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2943,36,251,汪,烏浪,Øong3,4.42宕,21,影,喉音,喉音,全清,發聲,Ø,,,,,,英,唐開1舒聲,4.42宕,宕,唐,宕,去,開,1,開洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2944,36,267,映,於敬,Øing3,4.43映,1,影,喉音,喉音,全清,發聲,Ø,,,,,,英,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2945,17,267,敬,居慶,king3,4.43映,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2946,19,267,競,渠敬,king7,4.43映,1,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2947,18,267,慶,丘敬,khing3,4.43映,1,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2948,17,259,更,古孟,king3,4.43映,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2949,4,271,命,眉病,bing7,4.43映,1,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,庚合3舒聲,4.43映,梗,庚,映,去,合,3,合細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2950,3,271,病,皮命,ping7,4.43映,1,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,庚合3舒聲,4.43映,梗,庚,映,去,合,3,合細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2951,4,259,孟,莫更,bing7,4.43映,1,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2952,38,259,蝗,戸孟,hing7,4.43映,1,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2953,1,271,柄,陂病,ping3,4.43映,1,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,庚合3舒聲,4.43映,梗,庚,映,去,合,3,合細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2954,40,271,詠,爲命,Øing7,4.43映,1,云,喉音,喉音,次濁,發聲,Ø,,,,,,英,庚合3舒聲,4.43映,梗,庚,映,去,合,3,合細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2955,38,259,行,下更,hing7,4.43映,1,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2956,36,259,瀴,於孟,Øing3,4.43映,1,影,喉音,喉音,全清,發聲,Ø,,,,,,英,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2957,28,267,㵾,楚敬,ching3,4.43映,1,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2958,13,259,倀,猪孟,ting3,4.43映,1,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2959,10,259,牚,他孟,thing3,4.43映,1,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2960,1,259,榜,北孟,ping3,4.43映,1,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2961,15,259,鋥,除更,ting7,4.43映,1,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2962,32,267,生,所敬,sing3,4.43映,1,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2963,20,267,迎,魚敬,ging7,4.43映,1,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,庚開3舒聲,4.43映,梗,庚,映,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2964,3,259,膨,蒲孟,ping7,4.43映,1,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2965,37,259,䛭,許更,hing3,4.43映,1,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,庚開2舒聲,4.43映,梗,庚,映,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2966,36,261,𥥈,烏橫,Øong3,4.43映,1,影,喉音,喉音,全清,發聲,Ø,,,,,,英,庚合2舒聲,2.12庚,梗,庚,庚,平,合,2,合洪,ong,ɔŋ,ong,ong,ong,ㆲ,公
2967,26,275,諍,側迸,cing3,4.44諍,1,莊,齒音,正齒近齒頭,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2968,1,275,迸,北諍,ping3,4.44諍,2,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2969,3,275,𠊧,蒲迸,ping7,4.44諍,3,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2970,36,275,䙬,鷖迸,Øing3,4.44諍,4,影,喉音,喉音,全清,發聲,Ø,,,,,,英,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2971,20,275,鞕,五爭,ging7,4.44諍,5,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2972,37,275,轟,呼迸,hing3,4.44諍,6,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,耕開2舒聲,4.44諍,梗,耕,諍,去,開,2,開洪,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2973,17,283,勁,居正,king3,4.45勁,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2974,22,283,倩,七政,ching3,4.45勁,2,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2975,27,283,政,之盛,cing3,4.45勁,3,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2976,33,283,聖,式正,sing3,4.45勁,4,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2977,15,283,鄭,直正,ting7,4.45勁,5,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2978,14,283,遉,丑鄭,thing3,4.45勁,6,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2979,24,283,性,息正,sing3,4.45勁,7,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2980,41,283,令,力政,ling7,4.45勁,8,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2981,2,283,聘,匹正,phing3,4.45勁,9,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2982,37,283,敻,休正,hing3,4.45勁,10,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2983,1,283,摒,畀政,ping3,4.45勁,11,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2984,7,283,偋,防正,hing7,4.45勁,12,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2985,23,283,淨,疾政,cing7,4.45勁,13,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2986,34,283,盛,承正,sing7,4.45勁,14,禪,齒音,正齒近齒頭,全濁,送氣,s,s,s,s,s,ㄙ,時,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2987,4,283,詺,彌正,bing7,4.45勁,15,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2988,18,283,輕,墟正,khing3,4.45勁,16,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2989,37,283,𣢝,許令,hing3,4.45勁,17,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2990,21,283,精,子姓,cing3,4.45勁,18,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,清開3舒聲,4.45勁,梗,清,勁,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2991,17,291,徑,古定,king3,4.46徑,1,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2992,12,291,寗,乃定,ling7,4.46徑,2,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2993,24,291,腥,蘇佞,sing3,4.46徑,3,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2994,38,291,脛,胡定,hing7,4.46徑,4,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2995,11,291,定,徒徑,ting7,4.46徑,5,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2996,9,291,矴,丁定,ting3,4.46徑,6,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2997,18,291,罄,苦定,khing3,4.46徑,7,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2998,10,291,聽,他定,thing3,4.46徑,8,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
2999,22,291,靘,千定,ching3,4.46徑,9,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3000,4,291,䒌,莫定,bing7,4.46徑,10,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3001,36,291,鎣,烏定,Øing3,4.46徑,11,影,喉音,喉音,全清,發聲,Ø,,,,,,英,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3002,41,291,零,郎定,ling7,4.46徑,12,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,青開4舒聲,4.46徑,梗,青,徑,去,開,4,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3003,27,299,證,諸應,cing3,4.47證,1,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3004,39,299,孕,以證,Øing7,4.47證,2,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3005,35,299,乗,實證,sing7,4.47證,3,船,齒音,正齒近舌上,全濁,送氣,s,s,s,s,s,ㄙ,時,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3006,42,299,認,而證,jing7,4.47證,4,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3007,36,299,應,於證,Øing3,4.47證,5,影,喉音,喉音,全清,發聲,Ø,,,,,,英,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3008,21,299,甑,子孕,cing3,4.47證,6,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3009,37,299,興,許應,hing3,4.47證,7,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3010,33,299,勝,詩證,sing3,4.47證,8,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3011,15,299,瞪,丈證,ting7,4.47證,9,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
3012,41,299,𩜁,里甑,ling7,4.47證,10,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,蒸開3舒聲,4.47證,曾,蒸,證,去,開,3,開細,ing,ɪŋ,eng,ing,ing,ㄧㄥ,經
